id_aluno,idade,semestre,tempo_resposta,horas_estudo_dia,media_geral,satisfacao_curso,horario_estudo,linguagem_preferida,framework_preferido,formato_conteudo_principal,formato_conteudo_secundario,faltas_percentual,estuda_em_grupo,usa_biblioteca,participa_monitoria,ambiente_desenvolvimento,sistema_operacional,area_interesse,busca_estagio,prefere_backend,interesse_pesquisa,dificuldade_percebida,comentario
STU000228,17,7,2025-01-24 13:18:00,2.6,6.71,3.0,Manhã,R,Vue,Video,Projetos,18.1,False,False,False,VSCode,Windows,Data Science,True,False,False,1,Feedback detalhado do aluno 228 - Regular. Desempenho normal. 
STU000229,18,7,2025-01-18 19:54:00,1.4,4.79,2.0,Tarde,SQL,Spring,Video,Video,14.2,False,False,False,IntelliJ,Windows,Web Development,True,False,False,1,Feedback detalhado do aluno 229 - Regular. Desempenho normal. 
STU000230,23,3,2025-01-28 19:59:00,1.5,5.2,3.0,Tarde,Go,React,Exercícios Práticos,Video,9.5,False,False,False,IntelliJ,MacOS,Security,False,True,False,1,Feedback detalhado do aluno 230 - Regular. Desempenho normal. 
STU000231,18,3,2025-01-27 08:18:00,2.1,5.81,3.0,Manhã,Python,React,Texto,Video,12.4,False,False,False,IntelliJ,Windows,Data Science,False,True,False,1,Feedback detalhado do aluno 231 - Regular. Desempenho normal. 
STU000232,21,1,2025-01-28 18:51:00,0.5,4.0,2.0,Manhã,Python,React,Video,Video,19.4,False,False,False,PyCharm,MacOS,Data Science,True,False,False,2,Feedback detalhado do aluno 232 - Regular. Desempenho normal. 
STU000233,21,3,2025-01-29 21:48:00,2.8,6.44,3.0,Tarde,Java,Spring,Video,Exercícios Práticos,6.3,False,False,False,VSCode,MacOS,Web Development,False,True,False,1,Feedback detalhado do aluno 233 - Regular. Desempenho normal. 
STU000234,19,3,2025-01-05 17:34:00,0.5,4.0,2.0,Tarde,Python,Vue,Exercícios Práticos,Texto,13.8,False,False,False,Vim,Windows,Data Science,False,True,False,2,Feedback detalhado do aluno 234 - Regular. Desempenho normal. 
STU000235,27,4,2025-01-02 10:39:00,3.6,8.02,4.0,Noite,Python,Flask,Video,Texto,20.0,True,False,False,IntelliJ,Windows,Data Science,False,True,False,1,Feedback detalhado do aluno 235 - Regular. Ótimo desempenho! 
STU000236,22,4,2025-01-16 13:12:00,3.8,6.04,4.0,Manhã,Java,Spring,Projetos,Projetos,14.5,False,False,False,IntelliJ,Linux,Security,False,False,False,1,Feedback detalhado do aluno 236 - Regular. Desempenho normal. 
STU000237,17,3,2025-01-30 14:59:00,3.4,5.88,3.0,Manhã,R,Vue,Video,Exercícios Práticos,25.9,False,False,False,Eclipse,MacOS,DevOps,True,True,False,1,Feedback detalhado do aluno 237 - Regular. Desempenho normal. 
STU000238,21,10,2025-01-22 13:15:00,3.7,7.05,4.0,Manhã,JavaScript,Flask,Exercícios Práticos,Video,6.3,False,False,False,VSCode,Linux,Web Development,True,False,False,1,Feedback detalhado do aluno 238 - Regular. Desempenho normal. 
STU000239,19,8,2025-01-28 10:59:00,5.6,9.65,5.0,Manhã,Java,Django,Video,Video,10.2,True,True,True,VSCode,MacOS,Gaming,True,False,True,1,Feedback detalhado do aluno 239 - Muito engajado! Ótimo desempenho! 
STU000240,23,8,2025-01-13 21:07:00,4.8,8.82,5.0,Tarde,C++,Django,Exercícios Práticos,Mentoria,3.4,True,True,False,PyCharm,Windows,Security,False,True,False,1,Feedback detalhado do aluno 240 - Regular. Ótimo desempenho! 
STU000241,18,1,2025-01-12 14:54:00,0.5,4.0,2.0,Tarde,Python,Flask,Video,Mentoria,25.0,False,False,False,IntelliJ,Windows,Data Science,True,False,False,3,Feedback detalhado do aluno 241 - Regular. Desempenho normal. 
STU000242,20,7,2025-01-22 12:25:00,0.5,4.0,2.0,Manhã,Python,Django,Projetos,Projetos,10.3,False,False,False,Sublime,Windows,Data Science,True,True,False,2,Feedback detalhado do aluno 242 - Regular. Desempenho normal. 
STU000243,22,2,2025-01-08 12:24:00,0.5,4.25,3.0,Manhã,R,Flask,Mentoria,Video,5.1,False,False,False,Others,Windows,Data Science,True,True,False,1,Feedback detalhado do aluno 243 - Regular. Desempenho normal. 
STU000244,23,1,2025-01-09 08:05:00,1.5,6.07,3.0,Manhã,JavaScript,None,Mentoria,Projetos,11.9,False,False,False,VSCode,Windows,Web Development,False,False,False,1,Feedback detalhado do aluno 244 - Regular. Desempenho normal. 
STU000245,17,3,2025-01-23 10:22:00,2.7,6.12,4.0,Manhã,R,Angular,Exercícios Práticos,Exercícios Práticos,8.0,False,False,False,IntelliJ,MacOS,Data Science,True,False,False,1,Feedback detalhado do aluno 245 - Regular. Desempenho normal. 
STU000246,19,4,2025-01-11 18:22:00,0.5,4.18,2.0,Manhã,Python,Vue,Exercícios Práticos,Texto,12.0,False,False,False,IntelliJ,Windows,Data Science,True,True,False,2,Feedback detalhado do aluno 246 - Regular. Desempenho normal. 
STU000247,19,6,2025-01-30 20:42:00,2.4,6.49,3.0,Manhã,R,Angular,Projetos,Video,15.2,False,False,False,VSCode,Windows,Data Science,True,False,False,1,Feedback detalhado do aluno 247 - Regular. Desempenho normal. 
STU000248,19,10,2025-01-18 14:14:00,0.5,4.27,2.0,Manhã,JavaScript,Angular,Exercícios Práticos,Exercícios Práticos,19.0,False,False,False,Eclipse,MacOS,DevOps,False,False,False,1,Feedback detalhado do aluno 248 - Regular. Desempenho normal. 
STU000249,26,5,2025-01-01 12:56:00,0.8,4.42,2.0,Noite,JavaScript,Django,Video,Video,14.1,False,False,False,Eclipse,MacOS,Web Development,False,False,False,2,Feedback detalhado do aluno 249 - Regular. Desempenho normal. 
STU000250,22,4,2025-01-07 14:26:00,0.5,4.0,2.0,Manhã,JavaScript,React,Projetos,Mentoria,15.1,False,False,False,IntelliJ,Windows,Web Development,False,True,False,2,Feedback detalhado do aluno 250 - Regular. Desempenho normal. 
STU000251,17,8,2025-01-13 19:17:00,0.5,4.0,2.0,Manhã,SQL,Django,Texto,Projetos,12.1,False,False,False,VSCode,MacOS,Data Science,False,False,False,3,Feedback detalhado do aluno 251 - Regular. Desempenho normal. 
STU000252,23,4,2025-01-24 10:46:00,0.5,4.0,2.0,Manhã,JavaScript,Angular,Video,Mentoria,7.4,False,False,False,VSCode,Linux,Security,False,True,False,2,Feedback detalhado do aluno 252 - Regular. Desempenho normal. 
STU000253,27,10,2025-01-08 10:41:00,0.5,4.0,1.0,Noite,JavaScript,React,Video,Texto,5.8,False,False,False,VSCode,Windows,Web Development,False,True,False,2,Feedback detalhado do aluno 253 - Regular. Desempenho normal. 
STU000254,24,2,2025-01-07 09:47:00,4.3,6.96,4.0,Manhã,Go,React,Video,Mentoria,13.2,False,True,False,Eclipse,Windows,Mobile Dev,True,False,False,1,Feedback detalhado do aluno 254 - Regular. Desempenho normal. 
STU000255,17,3,2025-01-20 18:05:00,0.7,4.04,1.0,Manhã,R,React,Exercícios Práticos,Video,15.4,False,False,False,VSCode,Windows,Data Science,True,False,False,3,Feedback detalhado do aluno 255 - Regular. Desempenho normal. 
STU000256,19,6,2025-01-27 16:52:00,6.7,10.0,5.0,Madrugada,Java,Angular,Video,Mentoria,12.8,False,True,True,Eclipse,Windows,Data Science,True,True,False,1,Feedback detalhado do aluno 256 - Muito engajado! Ótimo desempenho! 
STU000257,24,8,2025-01-13 16:30:00,3.8,6.81,4.0,Manhã,C++,None,Video,Video,6.0,False,False,False,PyCharm,Windows,DevOps,False,True,False,1,Feedback detalhado do aluno 257 - Regular. Desempenho normal. 
STU000258,18,8,2025-01-21 17:39:00,2.6,6.53,3.0,Manhã,Java,None,Video,Texto,16.0,False,False,False,PyCharm,Linux,Security,False,True,False,1,Feedback detalhado do aluno 258 - Regular. Desempenho normal. 
STU000259,22,9,2025-01-16 20:12:00,0.5,4.67,1.0,Manhã,Python,Spring,Exercícios Práticos,Mentoria,23.1,False,False,False,IntelliJ,MacOS,Data Science,False,False,False,2,Feedback detalhado do aluno 259 - Regular. Desempenho normal. 
STU000260,23,7,2025-01-17 14:19:00,3.4,7.73,4.0,Tarde,JavaScript,Flask,Projetos,Projetos,14.4,False,False,False,PyCharm,MacOS,Web Development,False,True,False,1,Feedback detalhado do aluno 260 - Regular. Desempenho normal. 
STU000261,18,2,2025-01-05 13:52:00,1.1,5.29,3.0,Tarde,TypeScript,Angular,Texto,Projetos,12.1,False,False,False,PyCharm,Linux,DevOps,True,True,False,1,Feedback detalhado do aluno 261 - Regular. Desempenho normal. 
STU000262,20,8,2025-01-28 08:27:00,2.3,6.24,3.0,Tarde,TypeScript,Spring,Video,Projetos,14.7,False,False,False,Eclipse,Linux,Web Development,False,True,False,1,Feedback detalhado do aluno 262 - Regular. Desempenho normal. 
STU000263,17,7,2025-01-09 09:24:00,7.4,10.0,5.0,Madrugada,Java,Spring,Video,Mentoria,9.5,True,False,True,IntelliJ,Windows,Mobile Dev,False,False,False,1,Feedback detalhado do aluno 263 - Muito engajado! Ótimo desempenho! 
STU000264,17,8,2025-01-26 09:40:00,1.3,4.44,2.0,Manhã,JavaScript,React,Mentoria,Mentoria,9.2,False,False,False,IntelliJ,Windows,Web Development,True,False,False,2,Feedback detalhado do aluno 264 - Regular. Desempenho normal. 
STU000265,20,3,2025-01-06 18:56:00,4.4,7.92,5.0,Tarde,Python,Flask,Exercícios Práticos,Mentoria,17.3,True,True,False,PyCharm,MacOS,Gaming,True,False,False,1,Feedback detalhado do aluno 265 - Regular. Desempenho normal. 
STU000266,17,7,2025-01-29 13:05:00,0.5,4.0,2.0,Tarde,Go,Django,Exercícios Práticos,Video,20.0,False,False,False,VSCode,Windows,Security,True,False,False,1,Feedback detalhado do aluno 266 - Regular. Desempenho normal. 
STU000267,25,10,2025-01-13 18:13:00,1.9,6.6,3.0,Manhã,Go,Django,Video,Texto,14.3,False,False,False,IntelliJ,Windows,Data Science,False,True,False,1,Feedback detalhado do aluno 267 - Regular. Desempenho normal. 
STU000268,17,9,2025-01-02 15:02:00,5.1,9.1,5.0,Manhã,JavaScript,Angular,Projetos,Projetos,5.1,False,True,False,Others,MacOS,Web Development,True,True,False,1,Feedback detalhado do aluno 268 - Muito engajado! Ótimo desempenho! 
STU000269,19,3,2025-01-23 12:34:00,0.5,4.27,2.0,Tarde,R,Django,Exercícios Práticos,Video,16.8,False,False,False,VSCode,Linux,Web Development,False,True,False,1,Feedback detalhado do aluno 269 - Regular. Desempenho normal. 
STU000270,21,10,2025-01-01 15:18:00,6.2,9.85,5.0,Madrugada,C++,Django,Video,Projetos,25.3,True,False,True,VSCode,Windows,Data Science,True,False,True,1,Feedback detalhado do aluno 270 - Muito engajado! Ótimo desempenho! 
STU000271,25,6,2025-01-18 08:51:00,4.0,7.28,4.0,Manhã,JavaScript,Angular,Video,Video,13.8,False,False,False,VSCode,MacOS,Web Development,False,True,False,1,Feedback detalhado do aluno 271 - Regular. Desempenho normal. 
STU000272,17,2,2025-01-29 15:44:00,1.2,5.36,2.0,Manhã,Python,React,Texto,Mentoria,14.1,False,False,False,PyCharm,Windows,Data Science,True,True,False,2,Feedback detalhado do aluno 272 - Regular. Desempenho normal. 
STU000273,24,2,2025-01-03 21:00:00,2.7,6.45,3.0,Tarde,Java,Angular,Projetos,Projetos,10.6,False,False,False,VSCode,MacOS,Mobile Dev,True,True,False,1,Feedback detalhado do aluno 273 - Regular. Desempenho normal. 
STU000274,21,5,2025-01-04 16:44:00,3.8,7.7,4.0,Tarde,C++,Spring,Projetos,Mentoria,17.4,True,False,False,PyCharm,Windows,Mobile Dev,True,True,False,1,Feedback detalhado do aluno 274 - Regular. Desempenho normal. 
STU000275,18,5,2025-01-17 19:42:00,3.9,6.73,4.0,Manhã,C++,Angular,Exercícios Práticos,Projetos,11.6,False,False,False,VSCode,Linux,Data Science,False,True,False,1,Feedback detalhado do aluno 275 - Regular. Desempenho normal. 
STU000276,22,7,2025-01-02 16:15:00,0.5,4.0,1.0,Manhã,Java,Angular,Projetos,Exercícios Práticos,20.1,False,False,False,VSCode,Windows,Web Development,True,False,False,1,Feedback detalhado do aluno 276 - Regular. Desempenho normal. 
STU000277,21,2,2025-01-02 20:18:00,1.7,4.11,2.0,Manhã,TypeScript,Spring,Video,Video,11.7,False,False,False,PyCharm,MacOS,Security,False,False,False,2,Feedback detalhado do aluno 277 - Regular. Desempenho normal. 
STU000278,19,7,2025-01-23 10:24:00,1.7,5.12,2.0,Tarde,Python,Spring,Exercícios Práticos,Exercícios Práticos,16.7,False,False,False,VSCode,Windows,Data Science,True,False,False,1,Feedback detalhado do aluno 278 - Regular. Desempenho normal. 
STU000279,21,5,2025-01-16 13:50:00,1.9,5.24,3.0,Manhã,JavaScript,Angular,Exercícios Práticos,Video,14.8,False,False,False,Others,Windows,DevOps,True,False,False,2,Feedback detalhado do aluno 279 - Regular. Desempenho normal. 
STU000280,19,6,2025-01-09 08:41:00,3.1,6.51,4.0,Manhã,C++,Vue,Video,Texto,22.8,False,False,False,VSCode,Windows,AI/ML,True,True,False,1,Feedback detalhado do aluno 280 - Regular. Desempenho normal. 
STU000281,21,8,2025-01-19 08:33:00,2.4,5.28,2.0,Tarde,C++,Angular,Projetos,Projetos,17.0,False,False,False,IntelliJ,Windows,Web Development,True,True,False,1,Feedback detalhado do aluno 281 - Regular. Desempenho normal. 
STU000282,22,10,2025-01-16 19:39:00,0.5,4.0,2.0,Manhã,JavaScript,Flask,Video,Texto,21.9,False,False,False,VSCode,Windows,Web Development,True,False,False,1,Feedback detalhado do aluno 282 - Regular. Desempenho normal. 
STU000283,25,4,2025-01-23 09:33:00,3.1,5.75,4.0,Tarde,Python,React,Texto,Texto,15.5,False,False,False,VSCode,Windows,Data Science,False,False,False,1,Feedback detalhado do aluno 283 - Regular. Desempenho normal. 
STU000284,17,7,2025-01-25 20:44:00,3.7,7.41,4.0,Manhã,Python,Django,Exercícios Práticos,Video,14.1,False,False,False,Others,MacOS,Data Science,False,True,False,1,Feedback detalhado do aluno 284 - Regular. Desempenho normal. 
STU000285,27,6,2025-01-06 12:57:00,2.6,6.66,3.0,Noite,JavaScript,Flask,Exercícios Práticos,Exercícios Práticos,14.8,False,False,False,Sublime,MacOS,DevOps,False,False,False,1,Feedback detalhado do aluno 285 - Regular. Desempenho normal. 
STU000286,17,10,2025-01-06 16:47:00,3.5,6.94,4.0,Manhã,JavaScript,Django,Exercícios Práticos,Mentoria,11.1,False,False,False,VSCode,Windows,Web Development,True,True,False,1,Feedback detalhado do aluno 286 - Regular. Desempenho normal. 
STU000287,20,2,2025-01-11 14:30:00,2.7,6.91,4.0,Tarde,Python,React,Video,Video,17.7,False,False,False,IntelliJ,MacOS,Mobile Dev,True,True,False,1,Feedback detalhado do aluno 287 - Regular. Desempenho normal. 
STU000288,22,8,2025-01-10 17:29:00,3.2,6.27,3.0,Manhã,C++,Spring,Projetos,Mentoria,11.5,False,False,False,PyCharm,Windows,Web Development,False,False,False,1,Feedback detalhado do aluno 288 - Regular. Desempenho normal. 
STU000289,21,10,2025-01-25 11:17:00,1.3,5.44,3.0,Manhã,Java,React,Exercícios Práticos,Texto,15.6,False,False,False,VSCode,Windows,AI/ML,True,True,False,1,Feedback detalhado do aluno 289 - Regular. Desempenho normal. 
STU000290,19,9,2025-01-28 15:51:00,0.5,4.0,2.0,Manhã,C++,React,Exercícios Práticos,Mentoria,19.3,False,False,False,VSCode,Windows,Mobile Dev,True,True,False,3,Feedback detalhado do aluno 290 - Regular. Desempenho normal. 
STU000291,20,5,2025-01-29 16:30:00,3.1,5.64,4.0,Tarde,R,None,Mentoria,Exercícios Práticos,22.9,False,False,False,Vim,Windows,Data Science,True,True,False,1,Feedback detalhado do aluno 291 - Regular. Desempenho normal. 
STU000292,19,10,2025-01-15 11:39:00,3.7,6.48,4.0,Tarde,Python,Spring,Projetos,Video,15.8,False,False,False,Others,Windows,Web Development,True,True,False,1,Feedback detalhado do aluno 292 - Regular. Desempenho normal. 
STU000293,19,4,2025-01-09 20:08:00,2.5,6.08,3.0,Tarde,Python,Django,Video,Exercícios Práticos,19.3,False,False,False,Others,Linux,Data Science,True,False,False,1,Feedback detalhado do aluno 293 - Regular. Desempenho normal. 
STU000294,23,6,2025-01-26 11:16:00,0.5,4.0,2.0,Manhã,R,None,Projetos,Exercícios Práticos,18.7,False,False,False,Eclipse,Windows,Mobile Dev,False,False,False,2,Feedback detalhado do aluno 294 - Regular. Desempenho normal. 
STU000295,22,8,2025-01-16 10:56:00,0.5,4.0,2.0,Manhã,JavaScript,None,Video,Video,13.1,False,False,False,PyCharm,Windows,Mobile Dev,False,False,False,1,Feedback detalhado do aluno 295 - Regular. Desempenho normal. 
STU000296,18,3,2025-01-20 12:54:00,4.1,7.43,4.0,Manhã,C++,Django,Video,Exercícios Práticos,25.5,False,True,False,VSCode,Windows,Data Science,True,False,False,1,Feedback detalhado do aluno 296 - Regular. Desempenho normal. 
STU000297,23,10,2025-01-05 11:14:00,2.4,5.5,3.0,Tarde,R,Django,Texto,Projetos,12.1,False,False,False,VSCode,Linux,Data Science,True,True,False,1,Feedback detalhado do aluno 297 - Regular. Desempenho normal. 
STU000298,21,1,2025-01-18 09:28:00,3.2,6.58,4.0,Manhã,R,Vue,Mentoria,Projetos,15.5,False,False,False,VSCode,MacOS,Data Science,True,True,False,1,Feedback detalhado do aluno 298 - Regular. Desempenho normal. 
STU000299,23,4,2025-01-13 11:41:00,2.2,6.24,3.0,Tarde,Go,Angular,Video,Projetos,22.3,False,False,False,PyCharm,MacOS,DevOps,False,True,False,1,Feedback detalhado do aluno 299 - Regular. Desempenho normal. 
STU000300,22,4,2025-01-13 17:30:00,2.2,5.72,3.0,Manhã,JavaScript,Angular,Exercícios Práticos,Mentoria,22.1,False,False,False,Eclipse,Linux,Web Development,False,True,False,1,Feedback detalhado do aluno 300 - Regular. Desempenho normal. 
STU000301,18,1,2025-01-09 15:02:00,3.5,8.41,5.0,Tarde,Java,Flask,Video,Exercícios Práticos,15.1,True,False,False,Eclipse,Linux,Web Development,False,True,False,1,Feedback detalhado do aluno 301 - Regular. Ótimo desempenho! 
STU000302,19,9,2025-01-16 21:08:00,1.5,4.65,2.0,Tarde,Java,Angular,Projetos,Video,20.0,False,False,False,Vim,MacOS,Data Science,True,False,False,1,Feedback detalhado do aluno 302 - Regular. Desempenho normal. 
STU000303,23,3,2025-01-30 12:10:00,2.1,5.42,3.0,Tarde,Python,Django,Exercícios Práticos,Video,13.9,False,False,False,Sublime,Windows,Data Science,True,False,False,1,Feedback detalhado do aluno 303 - Regular. Desempenho normal. 
STU000304,22,5,2025-01-03 12:41:00,0.7,4.0,2.0,Manhã,JavaScript,Angular,Exercícios Práticos,Mentoria,12.6,False,False,False,Others,MacOS,Web Development,True,True,False,2,Feedback detalhado do aluno 304 - Regular. Desempenho normal. 
STU000305,20,6,2025-01-13 11:55:00,1.4,4.0,3.0,Manhã,Python,Django,Video,Video,8.9,False,False,False,VSCode,Windows,Mobile Dev,False,False,False,2,Feedback detalhado do aluno 305 - Regular. Desempenho normal. 
STU000306,21,8,2025-01-13 19:36:00,0.9,4.01,3.0,Manhã,TypeScript,Vue,Projetos,Projetos,18.6,False,False,False,Eclipse,MacOS,Gaming,False,True,False,2,Feedback detalhado do aluno 306 - Regular. Desempenho normal. 
STU000307,24,6,2025-01-10 19:55:00,2.5,6.22,3.0,Manhã,JavaScript,Angular,Mentoria,Exercícios Práticos,19.1,False,False,False,IntelliJ,MacOS,Web Development,True,False,False,1,Feedback detalhado do aluno 307 - Regular. Desempenho normal. 
STU000308,19,3,2025-01-09 11:06:00,1.0,4.84,2.0,Manhã,JavaScript,React,Exercícios Práticos,Video,12.2,False,False,False,VSCode,MacOS,Web Development,False,False,False,1,Feedback detalhado do aluno 308 - Regular. Desempenho normal. 
STU000309,22,6,2025-01-02 13:55:00,5.1,7.62,4.0,Manhã,Java,Spring,Exercícios Práticos,Video,16.3,False,True,False,Others,Windows,Security,True,True,False,1,Feedback detalhado do aluno 309 - Muito engajado! Desempenho normal. 
STU000310,20,1,2025-01-28 14:38:00,0.5,4.26,2.0,Manhã,Python,Django,Mentoria,Texto,28.3,False,False,False,Sublime,MacOS,Data Science,True,True,False,1,Feedback detalhado do aluno 310 - Regular. Desempenho normal. 
STU000311,20,4,2025-01-08 14:20:00,1.6,4.96,2.0,Tarde,Python,Django,Video,Texto,20.7,False,False,False,VSCode,Linux,Data Science,True,False,False,1,Feedback detalhado do aluno 311 - Regular. Desempenho normal. 
STU000312,24,6,2025-01-23 20:13:00,1.5,4.86,3.0,Tarde,Java,Angular,Projetos,Texto,10.5,False,False,False,VSCode,Windows,AI/ML,True,False,False,2,Feedback detalhado do aluno 312 - Regular. Desempenho normal. 
STU000313,23,7,2025-01-26 10:04:00,5.6,9.66,5.0,Manhã,Python,Django,Projetos,Exercícios Práticos,20.0,True,True,True,PyCharm,Windows,Data Science,True,False,True,1,Feedback detalhado do aluno 313 - Muito engajado! Ótimo desempenho! 
STU000314,23,10,2025-01-23 16:30:00,2.7,6.55,4.0,Tarde,JavaScript,Vue,Video,Projetos,10.5,False,False,False,PyCharm,MacOS,Mobile Dev,False,False,False,1,Feedback detalhado do aluno 314 - Regular. Desempenho normal. 
STU000315,24,3,2025-01-18 11:43:00,4.1,7.64,4.0,Manhã,SQL,React,Exercícios Práticos,Projetos,0.5,True,True,False,Vim,Linux,AI/ML,True,False,False,1,Feedback detalhado do aluno 315 - Regular. Desempenho normal. 
STU000316,21,9,2025-01-23 08:44:00,0.5,4.0,2.0,Manhã,SQL,Angular,Video,Projetos,14.9,False,False,False,VSCode,Windows,Security,True,True,False,2,Feedback detalhado do aluno 316 - Regular. Desempenho normal. 
STU000317,23,7,2025-01-02 16:12:00,2.0,4.92,3.0,Manhã,C++,Vue,Exercícios Práticos,Exercícios Práticos,22.8,False,False,False,VSCode,Windows,DevOps,False,True,False,1,Feedback detalhado do aluno 317 - Regular. Desempenho normal. 
STU000318,20,1,2025-01-26 14:27:00,3.6,7.05,4.0,Tarde,Python,Angular,Exercícios Práticos,Exercícios Práticos,22.0,False,False,False,VSCode,Windows,Data Science,True,True,False,1,Feedback detalhado do aluno 318 - Regular. Desempenho normal. 
STU000319,21,2,2025-01-10 14:05:00,1.9,5.59,3.0,Manhã,SQL,Spring,Texto,Texto,16.9,False,False,False,VSCode,Windows,Web Development,False,True,False,1,Feedback detalhado do aluno 319 - Regular. Desempenho normal. 
STU000320,20,1,2025-01-03 17:34:00,4.0,7.3,4.0,Manhã,SQL,None,Exercícios Práticos,Video,12.3,False,False,False,VSCode,Linux,Security,False,True,False,1,Feedback detalhado do aluno 320 - Regular. Desempenho normal. 
STU000321,21,9,2025-01-18 18:53:00,1.0,4.46,2.0,Tarde,Python,Django,Video,Mentoria,17.4,False,False,False,Vim,MacOS,AI/ML,False,False,False,1,Feedback detalhado do aluno 321 - Regular. Desempenho normal. 
STU000322,22,9,2025-01-20 12:18:00,5.1,8.68,5.0,Manhã,C++,React,Texto,Mentoria,13.7,True,False,True,VSCode,MacOS,Data Science,True,True,False,1,Feedback detalhado do aluno 322 - Muito engajado! Ótimo desempenho! 
STU000323,18,7,2025-01-22 18:59:00,6.6,10.0,5.0,Madrugada,Python,Django,Video,Video,12.4,True,True,True,IntelliJ,Windows,Data Science,True,True,True,1,Feedback detalhado do aluno 323 - Muito engajado! Ótimo desempenho! 
STU000324,27,10,2025-01-19 21:46:00,1.4,4.55,3.0,Noite,R,React,Projetos,Texto,20.3,False,False,False,VSCode,MacOS,Mobile Dev,False,False,False,2,Feedback detalhado do aluno 324 - Regular. Desempenho normal. 
STU000325,17,3,2025-01-30 15:40:00,1.1,4.75,2.0,Tarde,Go,None,Video,Video,12.4,False,False,False,VSCode,Windows,Web Development,True,True,False,1,Feedback detalhado do aluno 325 - Regular. Desempenho normal. 
STU000326,17,5,2025-01-04 16:43:00,3.9,8.57,5.0,Tarde,Python,React,Projetos,Video,20.6,True,False,True,Eclipse,Windows,Data Science,False,True,False,1,Feedback detalhado do aluno 326 - Regular. Ótimo desempenho! 
STU000327,24,4,2025-01-23 10:54:00,4.7,8.23,4.0,Tarde,SQL,Vue,Exercícios Práticos,Mentoria,12.0,True,True,False,PyCharm,Windows,Security,True,False,False,1,Feedback detalhado do aluno 327 - Regular. Ótimo desempenho! 
STU000328,23,7,2025-01-14 08:18:00,0.9,5.19,2.0,Manhã,JavaScript,Vue,Texto,Texto,25.3,False,False,False,Eclipse,Windows,Web Development,True,False,False,1,Feedback detalhado do aluno 328 - Regular. Desempenho normal. 
STU000329,22,9,2025-01-06 11:06:00,0.6,4.5,2.0,Manhã,Go,React,Projetos,Exercícios Práticos,6.8,False,False,False,IntelliJ,Windows,Mobile Dev,True,True,False,1,Feedback detalhado do aluno 329 - Regular. Desempenho normal. 
STU000330,22,2,2025-01-30 10:48:00,1.7,5.1,3.0,Manhã,Java,Angular,Exercícios Práticos,Mentoria,10.2,False,False,False,VSCode,Windows,Web Development,False,True,False,1,Feedback detalhado do aluno 330 - Regular. Desempenho normal. 
STU000331,20,8,2025-01-25 13:39:00,0.5,4.0,2.0,Manhã,R,React,Exercícios Práticos,Exercícios Práticos,14.2,False,False,False,IntelliJ,Windows,Data Science,False,False,False,2,Feedback detalhado do aluno 331 - Regular. Desempenho normal. 
STU000332,18,9,2025-01-19 15:17:00,0.8,4.0,2.0,Manhã,Python,Spring,Video,Texto,5.1,False,False,False,VSCode,Windows,Data Science,False,True,False,2,Feedback detalhado do aluno 332 - Regular. Desempenho normal. 
STU000333,21,10,2025-01-28 11:18:00,0.5,4.12,1.0,Manhã,Java,React,Texto,Video,2.1,False,False,False,Eclipse,MacOS,DevOps,True,True,False,1,Feedback detalhado do aluno 333 - Regular. Desempenho normal. 
STU000334,18,10,2025-01-10 08:44:00,1.2,4.35,2.0,Tarde,Python,Flask,Video,Projetos,5.1,False,False,False,VSCode,Windows,Data Science,True,False,False,2,Feedback detalhado do aluno 334 - Regular. Desempenho normal. 
STU000335,23,9,2025-01-13 14:26:00,2.0,5.24,3.0,Tarde,Go,None,Video,Projetos,13.5,False,False,False,PyCharm,Linux,DevOps,True,True,False,1,Feedback detalhado do aluno 335 - Regular. Desempenho normal. 
STU000336,20,10,2025-01-10 09:35:00,2.3,6.22,3.0,Manhã,R,React,Texto,Texto,13.7,False,False,False,VSCode,Windows,DevOps,True,True,False,1,Feedback detalhado do aluno 336 - Regular. Desempenho normal. 
STU000337,18,7,2025-01-25 13:23:00,4.8,8.19,5.0,Manhã,SQL,React,Video,Projetos,16.7,False,False,True,PyCharm,MacOS,DevOps,True,True,False,1,Feedback detalhado do aluno 337 - Regular. Ótimo desempenho! 
STU000338,20,9,2025-01-18 14:05:00,0.5,4.0,2.0,Manhã,TypeScript,Vue,Video,Exercícios Práticos,14.0,False,False,False,Vim,Linux,Web Development,True,False,False,2,Feedback detalhado do aluno 338 - Regular. Desempenho normal. 
STU000339,22,9,2025-01-29 21:24:00,3.8,7.6,4.0,Manhã,Python,Django,Video,Projetos,16.5,False,False,False,PyCharm,Linux,Data Science,True,False,False,1,Feedback detalhado do aluno 339 - Regular. Desempenho normal. 
STU000340,19,3,2025-01-23 08:45:00,1.7,5.08,2.0,Tarde,Java,Flask,Video,Texto,12.7,False,False,False,IntelliJ,Linux,Web Development,False,True,False,1,Feedback detalhado do aluno 340 - Regular. Desempenho normal. 
STU000341,18,4,2025-01-24 18:25:00,2.0,5.46,3.0,Tarde,Python,Spring,Video,Texto,18.6,False,False,False,Others,Windows,Web Development,False,True,False,1,Feedback detalhado do aluno 341 - Regular. Desempenho normal. 
